,group,song_lines
221,Kaleo,"where's your backbone, brother?"
222,Kaleo,"where's your backbone, brother?"
223,Kaleo,"where's your backbone, brother?"
224,Kaleo,"where's your backbone, brother?"
225,Kaleo,"where's your backbone, brother?"
226,Kaleo,"where's your backbone, brother?"
227,Kaleo,you've got your back against the wall
228,Kaleo,"say, where's your backbone, brother?"
229,Kaleo,"where's your backbone, brother?"
230,Kaleo,"where's your backbone, brother?"
231,Kaleo,i've been told (told) that she's good as gold
232,Kaleo,yeah and she'll leave you wanting more
233,Kaleo,laying low (low) but i could see the smoke
234,Kaleo,yeah and i knew it wouldn't be long
235,Kaleo,"i could stay, oh, i could stay awake"
236,Kaleo,long enough to die another day
237,Kaleo,i could try to get it right
238,Kaleo,whatever's gonna keep you alive
239,Kaleo,keep you alive
240,Kaleo,"saying, ""who is smokin' cigarettes?"
241,Kaleo,who is smokin' somethin' else?
242,Kaleo,who is smokin' cigarettes?
243,Kaleo,"who is smokin' somethin' else?"""
244,Kaleo,ooh
245,Kaleo,"ooh, ah"
246,Kaleo,"ooh, ah yeah, yeah"
247,Kaleo,let it go (go)
248,Kaleo,"oh, just take it slow"
249,Kaleo,don't you go lookin' for trouble now
250,Kaleo,i don't know why i can't let go
251,Kaleo,that woman's got me rear naked choked
252,Kaleo,"the man said, ""no! hey gringo"
253,Kaleo,"whoa, you better stay outta mexico"""
254,Kaleo,"and i said, ""whoa, hey, tranquilo, amigo"
255,Kaleo,i didn't know she was spoken for
256,Kaleo,"now i'm a lover, not a fighter"
257,Kaleo,"it's all bueno"""
258,Kaleo,"saying, ""who is smokin' cigarettes?"
259,Kaleo,who is smokin' somethin' else?
260,Kaleo,who is smokin' cigarettes?
261,Kaleo,"who is smokin' somethin' else?"""
262,Kaleo,"is it you, is it you, is it you?"
263,Kaleo,"whew, you better tell the truth, lord"
264,Kaleo,"is it you, is it you, is it you?"
265,Kaleo,"light it up, light it up"
266,Kaleo,(oh light it up now)
267,Kaleo,"light it up, light it up"
268,Kaleo,"light it up, light it up"
269,Kaleo,"i sold my soul for the sex, drugs, and rock and roll"
270,Kaleo,"said, i sold my soul to a woman in mexico"
271,Kaleo,a woman in mexico
272,Kaleo,"oh, woah, yeah-yeah, yeah, come on"
273,Kaleo,"you know i go, whew"
274,Kaleo,"""who is smokin' cigarettes? (smokin' cigarettes)"
275,Kaleo,who is smokin' somethin' else? (smokin' somethin' else)
276,Kaleo,who is smokin' cigarettes?
277,Kaleo,"who is smokin' somethin' else?"""
278,Kaleo,"is it you, is it you, is it you?"
279,Kaleo,"whew, yeah, yeah (is it you, is it you, is it you?)"
280,Kaleo,tell the truth
281,Kaleo,tell the truth
282,Kaleo,"whew, whew"
283,Kaleo,"yeah, yeah, yeah, yeah"
284,Kaleo,whew-oo-ooh
285,Kaleo,"i, i walk on water"
286,Kaleo,high above all beneath
287,Kaleo,"fly, before i could tell you"
288,Kaleo,"oh that i, i walk on water"
289,Kaleo,i walk on water
290,Kaleo,"life, in such a hurry"
291,Kaleo,thrive as long as you can
292,Kaleo,goodbye to all my worries
293,Kaleo,"oh cause i, i walk on water"
294,Kaleo,"put your trust in me, put your trust in me"
295,Kaleo,"put your trust in me, put your trust in me"
296,Kaleo,i walk on water
297,Kaleo,"i feel stronger, i feel stronger than i used to"
298,Kaleo,"my feet, my feet don't touch the ground"
299,Kaleo,"i don't worry, i don't worry any longer"
300,Kaleo,"when your heart dies, your soul cries out for more"
301,Kaleo,"she said walk on, walk on to the water"
302,Kaleo,"i went further, i went further than before"
303,Kaleo,we don't need to have fear of going under
304,Kaleo,"because i can hold you now, anytime"
305,Kaleo,"put your trust in me, put your trust in me"
306,Kaleo,"i put my trust in you, put my trust in you"
307,Kaleo,i walk on water
308,Kaleo,"(i put my trust in you, put my trust in you)"
309,Kaleo,(i walk on water)
310,Kaleo,"(i put my trust in you, put my trust in you)"
311,Kaleo,(i walk on water)
312,Kaleo,"(i put my trust in you, put my trust in you)"
313,Kaleo,(i walk on water)
314,Kaleo,"brother, brother"
315,Kaleo,i must tell you
316,Kaleo,"(follow me, follow me, follow)"
317,Kaleo,"i walk on water (follow me, follow me)"
318,Kaleo,"(follow me, follow me) (follow me, follow me)"
319,Kaleo,"(follow me, follow me) (follow me, follow me)"
320,Kaleo,"i, i walk on water"
321,Kaleo,"high, above all beneath"
322,Kaleo,i'm weary from my travels
323,Kaleo,"i've come a long, long way"
324,Kaleo,i haven't felt a woman
325,Kaleo,since last that i was here
326,Kaleo,"oh, won't you bring me whiskey"
327,Kaleo,and run your fingers through my hair?
328,Kaleo,"oh, won't you whisper sweet words"
329,Kaleo,oh so softly in my ears?
330,Kaleo,oh-yodel-ee-eeh
331,Kaleo,oh-yodel-ee-eeh
332,Kaleo,yodel-eh
333,Kaleo,can you always tell the sinner
334,Kaleo,from a saint that feeds the same
335,Kaleo,and is your thick skin growing thinner?
336,Kaleo,have you found someone to blame?
337,Kaleo,"she said, ""you need not worry, child"
338,Kaleo,"now is not the time"""
339,Kaleo,and then she kissed me on the forehead
340,Kaleo,and turned my water into wine
341,Kaleo,my fair lady
342,Kaleo,my fair lady
343,Kaleo,just let me hold you for a while
344,Kaleo,just let me hold you for a while
345,Kaleo,my fair lady
346,Kaleo,my fair lady
347,Kaleo,just let me hold you for a while
348,Kaleo,just let me hold you for a while
349,Kaleo,keep looking out your window
350,Kaleo,when the storms are raging on
351,Kaleo,"oh-oh, and before you know, girl"
352,Kaleo,i'll be coming back ashore
353,Kaleo,coming back to my hometown
354,Kaleo,where i saw you first
355,Kaleo,"i knew you were the one, i knew it all along"
356,Kaleo,"go on, claim my heart"
357,Kaleo,some nights just seem forever lasting
358,Kaleo,"low lights make me know that you're there, oh"
359,Kaleo,my fair lady
360,Kaleo,my fair lady
361,Kaleo,"oh, won't you lay by my side"
362,Kaleo,just let me hold you for a while
363,Kaleo,my fair lady
364,Kaleo,my fair lady
365,Kaleo,"oh, won't you lay here by my side?"
366,Kaleo,just let me hold you for a while
367,Kaleo,won't you lay here by my side?
368,Kaleo,just let me hold you for a while
369,Kaleo,meet me by the riverside later on the day
370,Kaleo,gonna watch the hanging of an honest man
371,Kaleo,say he ain't the guilty one but someone has to pay
372,Kaleo,they will not be pleased before they see him hanged
373,Kaleo,as he cries out
374,Kaleo,turn and face the crowd as he cries out
375,Kaleo,no one makes a sound as he cries out
376,Kaleo,"'fore he hits the ground, he cries out"
377,Kaleo,it's your spirit now
378,Kaleo,find me in the river
379,Kaleo,swing me from the tree
380,Kaleo,so won't you free the slave in me?
381,Kaleo,"leave me when the time is near, leave me be please"
382,Kaleo,this is not the way you should remember me
383,Kaleo,"have you nothing else to say? final words, the truth"
384,Kaleo,"forgive them, father, for they know not what they do"
385,Kaleo,as he cries out
386,Kaleo,"yes, he can't be found as he cries out"
387,Kaleo,no one makes a sound as he cries out
388,Kaleo,"'fore he hits the ground, he cries out"
389,Kaleo,where's your savior now?
390,Kaleo,throw me in the ocean
391,Kaleo,pass me in the sea
392,Kaleo,so won't you free the slave in me?
393,Kaleo,"don't you know, oh, don't you know?"
394,Kaleo,"whoa, they coming home for you"
395,Kaleo,"you can run, run on now"
396,Kaleo,"oh, they coming home for you"
397,Kaleo,"until you bleed, oh"
398,Kaleo,"until you bleed, oh"
399,Kaleo,darkness is coming
400,Kaleo,"darkness, you should take shelter"
401,Kaleo,you should take shelter
402,Kaleo,darkness is coming
403,Kaleo,darkness and hell
404,Kaleo,is your conscience clear?
405,Kaleo,have you seen the brave man hanging from the tree?
406,Kaleo,"say, who'll be the first to sleep?"
407,Kaleo,one by one
408,Kaleo,"one by one, we all fall"
409,Kaleo,"one by one, lord"
410,Kaleo,"one by one, we will all fall"
411,Kaleo,open your arms wide
412,Kaleo,open your eyes wide
413,Kaleo,"brother, run fast"
414,Kaleo,they're coming your way
415,Kaleo,"oh, brother, run fast"
416,Kaleo,they're headin' your way
417,Kaleo,i've got my heart bleedin' for change
418,Kaleo,i've stood by and closed my eyes in shame
419,Kaleo,you'll see them someday
420,Kaleo,you'll find them again
421,Kaleo,'cause as the good lord will give
422,Kaleo,the good lord will take
423,Kaleo,"oh, brother, run fast"
424,Kaleo,"brother, run fast"
425,Kaleo,"they're coming your way, coming your way"
426,Kaleo,"brother, run fast"
427,Kaleo,"brother, run fast"
428,Kaleo,"they're headin' your way, headin' your way"
429,Kaleo,it's best you not speak of what you've found
430,Kaleo,please don't pass judgment on me now
431,Kaleo,they don't seek the truth
432,Kaleo,they'll make their own groove (oh)
433,Kaleo,and when they've come for me
434,Kaleo,they'll come back for you
435,Kaleo,"oh, brother, run fast"
436,Kaleo,"brother, run fast"
437,Kaleo,"they're coming your way, coming your way"
438,Kaleo,"brother, run fast"
439,Kaleo,"brother, run fast"
440,Kaleo,"they're headin' your way, headin' your way"
441,Kaleo,"one by one, now"
442,Kaleo,"one by one, we all fall"
443,Kaleo,"one by one, lord"
444,Kaleo,"one by one, we will all fall"
445,Kaleo,one by one
446,Kaleo,"one by one, we will all fall"
447,Kaleo,spreadin' your arms wide
448,Kaleo,open your eyes wide
449,Kaleo,"brother, run fast"
450,Kaleo,they're coming your way
451,Kaleo,"oh, brother, run fast"
452,Kaleo,"brother, run fast"
453,Kaleo,"they're coming your way, coming your way (oh)"
454,Kaleo,"brother, run fast"
455,Kaleo,"brother, run fast"
456,Kaleo,"they're headin' your way, headin' your way"
457,Kaleo,"brother, run fast"
458,Kaleo,"brother, run fast"
459,Kaleo,"brother, don't break"
460,Kaleo,"brother, don't break"
461,Kaleo,"brother, run fast"
462,Kaleo,they're coming your way
463,Kaleo,(smile)
464,Kaleo,what makes you feel good?
465,Kaleo,what makes you angry inside?
466,Kaleo,why don't you love me?
467,Kaleo,do you wanna f*ck me or fight?
468,Kaleo,you never asked me
469,Kaleo,if i had something to hide
470,Kaleo,you wanna hurt me
471,Kaleo,i'll make it easy tonight
472,Kaleo,"you've got to stay skinny, don't you, girl?"
473,Kaleo,you've got to stay pretty while you can
474,Kaleo,you've got to stay hungry for the fans
475,Kaleo,or they'll try to burn you all out
476,Kaleo,"they'll try to burn you all out, yeah"
477,Kaleo,your face is rotten
478,Kaleo,ugliest smile i have seen
479,Kaleo,your name's forgotten
480,Kaleo,now go on and cut yourself clean
481,Kaleo,why won't you answer?
482,Kaleo,you think you're better than me?
483,Kaleo,"go on, surrender"
484,Kaleo,another suicide teen
485,Kaleo,"you've got to stay skinny, don't you, girl?"
486,Kaleo,you've got to stay pretty as you were
487,Kaleo,you know we are living in a fucked up world
488,Kaleo,and they'll try to burn you all up
489,Kaleo,"they're gonna burn you all up, yeah"
490,Kaleo,"whoa, i'm burning out now"
491,Kaleo,"whoa, i'm burning out"
492,Kaleo,can you feel me burning out?
493,Kaleo,"oh, i'm burning out"
494,Kaleo,"you've got to stay skinny, don't you, girl?"
495,Kaleo,you've got to stay pretty while you can
496,Kaleo,you know we are living in this fucked up world
497,Kaleo,and they're gonna burn you all up
498,Kaleo,they're gonna burn you all out
499,Kaleo,some days i can't face the world outside
500,Kaleo,i fall straight into my mother's arms
501,Kaleo,oh and some days it feels like no one's on my side
502,Kaleo,then i look into my mother's eyes
503,Kaleo,into my mother's arms
504,Kaleo,"oh, just feels like a child"
505,Kaleo,just like a child
506,Kaleo,"into my mother's arms, where i"
507,Kaleo,where i shall belong
508,Kaleo,where i won't be home
509,Kaleo,"mm, some say, ""if you never have to hide"
510,Kaleo,"if you just live within the line you draw"""
511,Kaleo,"but i know, if you take away the light"
512,Kaleo,"if you take away the light, it's all dark, is it not?"
513,Kaleo,"ooh, into my mother's arms"
514,Kaleo,"oh, just, just like a child, no"
515,Kaleo,"just like a child, no"
516,Kaleo,into my mother's arms
517,Kaleo,"where i, i don't have to hide"
518,Kaleo,and show my mother's eyes
519,Kaleo,"mm, say ""hush child, lay your worries off the side"
520,Kaleo,"'cause you rest into your mother's arms"""
521,Kaleo,[intro]
522,Kaleo,now look what you made me do 
523,Kaleo,you got me writing songs and shit. 
524,Kaleo,you got me fucked up. 
525,Kaleo,you dumb ass little bitch. 
526,Kaleo,you dumb ass stupid ass little biiiiiitch. 
527,Kaleo,(into the windows of her soul). 
528,Kaleo,(dragonballz asmr super saiyan)
529,Kaleo,
530,Kaleo,[verse 1]
531,Kaleo,tell me lies in disguise—
532,Kaleo,what’d you do to me? 
533,Kaleo,"that in your mind, "
534,Kaleo,through your eyes—
535,Kaleo,baby you can’t see?
536,Kaleo,
537,Kaleo,"don’t avert your gaze into the truth. we know our love is like a river, "
538,Kaleo,why disrupt the flow? 
539,Kaleo,
540,Kaleo,"yeah, this could be wrong "
541,Kaleo,but let us make a fight. 
542,Kaleo,‘cause when i feel this strong 
543,Kaleo,i want to make it right. 
544,Kaleo,
545,Kaleo,[hook]
546,Kaleo,how do you feel? 
547,Kaleo,stop holding back. no used to conceal we’re on the right “track”. 
548,Kaleo,
549,Kaleo,stop holding back. 
550,Kaleo,we’re on the right track. 
551,Kaleo,stop holding back. 
552,Kaleo,we’re on the right track. 
553,Kaleo,
554,Kaleo,[verse 2]
555,Kaleo,you’ve got so much hurt on your mind. 
556,Kaleo,"and frankly, it’s made you blind. "
557,Kaleo,"delusion, diffusion, confusion—"
558,Kaleo,i agree. 
559,Kaleo,"in fusion, our fusion, conclusion: "
560,Kaleo,could this be?
561,Kaleo,
562,Kaleo,how could this be wrong?
563,Kaleo,could this be taking flight?
564,Kaleo,could this be something strong?
565,Kaleo,could this be something right? 
566,Kaleo,
567,Kaleo,how do you feel?
568,Kaleo,stop holding back. 
569,Kaleo,"no use to conceal,"
570,Kaleo,we’re on the right track. (x2)
571,Kaleo,
572,Kaleo,[breakdown]
573,Kaleo,right. right track. right right track. 
574,Kaleo,right track—right right track. 
575,Kaleo,—track track right track. 
576,Kaleo,rightra—right right 
577,Kaleo,right. right tracktrack. 
578,Kaleo,right track ruhruh track. trtrtrtr 
579,Kaleo,we’re on the right track. 
580,Kaleo,riritratra riritra
581,Kaleo,riririri r r r r tr tr 
582,Kaleo,ri r r tra—ri r r r tra
583,Kaleo,righ—r r r r r r—tra track. 
584,Kaleo,ri ri track track a a track 
585,Kaleo,a a a a a/a/a/a track (trtrtrtrtr)
586,Kaleo,a a a a a a
587,Kaleo,right right right
588,Kaleo,ttttttttrack
589,Kaleo,
590,Kaleo,[resolve]
591,Kaleo,how do you feel?
592,Kaleo,stop holding back!
593,Kaleo,"no use to conceal,"
594,Kaleo,we’re on the right track.
595,Måneskin,all this is more than a missing 
596,Måneskin,i'm feeling ridiculous 
597,Måneskin,this is more than a dissing 
598,Måneskin,so shut up and listen 
599,Måneskin,oh i've got more than you're dreaming 
600,Måneskin,so stay with your prisoners 
601,Måneskin,"i've got something to teach ya, baby "
602,Måneskin,but let me tell you something baby 
603,Måneskin,i just wanna hold you close enough 
604,Måneskin,and i wanna live just you and i
605,Måneskin,
606,Måneskin,baby i just want you close enough 
607,Måneskin,baby i just want you close enough 
608,Måneskin,and i wanna live just you and i 
609,Måneskin,baby i just want you close enough 
610,Måneskin,baby i just want you close enough 
611,Måneskin,"but let me tell you something baby, baby ooh "
612,Måneskin,
613,Måneskin,you've got me trapped in your mind 
614,Måneskin,but tonight i won't be yours 
615,Måneskin,you've got me trapped in your mind 
616,Måneskin,but tonight i won't be yours 
617,Måneskin,tonight i won't be yours 
618,Måneskin,tonight i won't be yours 
619,Måneskin,"tonight i won't be yours, baby "
620,Måneskin,you've got me trapped in your mind 
621,Måneskin,but tonight i won't be yours 
622,Måneskin,you've got me trapped in your mind 
623,Måneskin,but tonight i won't be yours 
624,Måneskin,tonight i won't be yours 
625,Måneskin,tonight i won't be yours 
626,Måneskin,"tonight i won't be yours, baby "
627,Måneskin,
628,Måneskin,oh this is more than a kiss for me 
629,Måneskin,you left me with no breath 
630,Måneskin,and i'm feeling so bad for ya 
631,Måneskin,i'm feeling so bad 
632,Måneskin,you were lying in front of me 
633,Måneskin,naked in the bed 
634,Måneskin,"no i've got something to teach ya, baby "
635,Måneskin,but let me tell you something baby 
636,Måneskin,i just wanna hold you close enough 
637,Måneskin,and i wanna live just you and i 
638,Måneskin,baby i just want you close enough 
639,Måneskin,baby i just want you close enough 
640,Måneskin,and i wanna live just you and i 
641,Måneskin,baby i just want you close enough 
642,Måneskin,baby i just want you close enough 
643,Måneskin,"but let me tell you something baby, baby whoa"
644,Måneskin,
645,Måneskin,you've got me trapped in your mind 
646,Måneskin,but tonight i won't be yours 
647,Måneskin,you've got me trapped in your mind 
648,Måneskin,but tonight i won't be yours 
649,Måneskin,tonight i won't be yours 
650,Måneskin,tonight i won't be yours 
651,Måneskin,"tonight i won't be yours, baby "
652,Måneskin,
653,Måneskin,you've got me trapped in your mind 
654,Måneskin,but tonight i won't be yours 
655,Måneskin,you've got me trapped in your mind 
656,Måneskin,but tonight i won't be yours 
657,Måneskin,tonight i won't be yours 
658,Måneskin,tonight i won't be yours 
659,Måneskin,"tonight i won't be yours, baby "
660,Måneskin,
661,Måneskin,you've got me trapped in your mind 
662,Måneskin,but tonight i won't be yours 
663,Måneskin,you've got me trapped in your mind 
664,Måneskin,but tonight i won't be yours 
665,Måneskin,you've got me trapped in your mind 
666,Måneskin,but tonight i won't be yours 
667,Måneskin,you've got me trapped in your mind 
668,Måneskin,but tonight i won't be yours 
669,Måneskin,you've got me trapped in your mind 
670,Måneskin,but tonight i won't be yours 
671,Måneskin,you've got me trapped in your mind 
672,Måneskin,but tonight i won't be yours 
673,Måneskin,you've got me trapped in your mind 
674,Måneskin,but tonight i won't be yours 
675,Måneskin,you've got me trapped in your mind 
676,Måneskin,but tonight i won't be yours 
677,Måneskin,
678,Måneskin,you've got me trapped in your mind 
679,Måneskin,but tonight i won't be yours 
680,Måneskin,you've got me trapped in your mind 
681,Måneskin,but tonight i won't be yours 
682,Måneskin,tonight i won't be yours 
683,Måneskin,tonight i won't be yours 
684,Måneskin,"tonight i won't be yours, baby "
685,Måneskin,
686,Måneskin,you've got me trapped in your mind 
687,Måneskin,but tonight i won't be yours 
688,Måneskin,you've got me trapped in your mind 
689,Måneskin,but tonight i won't be yours 
690,Måneskin,tonight i won't be yours 
691,Måneskin,tonight i won't be yours 
692,Måneskin,"tonight i won't be yours, baby"
693,Måneskin,cammino per la mia città 
694,Måneskin,ed il vento soffia forte 
695,Måneskin,mi son lasciato tutto indietro e il sole all'orizzonte 
696,Måneskin,"vedo le case, da lontano, hanno chiuso le porte "
697,Måneskin,ma per fortuna ho la sua mano e le sue guance rosse 
698,Måneskin,lei mi ha raccolto da per terra coperto di spine 
699,Måneskin,coi morsi di mille serpenti fermo per le spire 
700,Måneskin,non ha ascoltato quei bastardi e il loro maledire 
701,Måneskin,con uno sguardo mi ha convinto a prendere e partire 
702,Måneskin,che questo è un viaggio che nessuno prima d'ora ha fatto 
703,Måneskin,"alice, le sue meraviglie e il cappellaio matto "
704,Måneskin,cammineremo per 'sta strada e non sarò mai stanco 
705,Måneskin,fino a che il tempo porterà sui tuoi capelli il bianco 
706,Måneskin,che mi è rimasto un foglio in mano e mezza sigaretta 
707,Måneskin,"restiamo un po' di tempo ancora, tanto non c'è fretta "
