Antigua and Barbuda,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,36532.0,35546.0,35222.0,36286.0,34925.0,32119.0,30000.0,33647.0,38495.0,46301.0,48306.0,49887.0,51092.0,51979.0,52611.0,53062.0,53411.0,53744.0,54143.0,54681.0,55403.0,56311.0,57368.0,58500.0,59653.0,60818.0,62002.0,63176.0,64307.0,65369.0,66338.0,67205.0,67972.0,68655.0,69253.0,69782.0,70223.0,70508.0,70553.0,70301.0,69750.0,68950.0,67958.0,66863.0,65744.0,64605.0,63484.0,62538.0,61967.0,61906.0,62412.0,63434.0,64868.0,66550.0,68349.0,70245.0,72232.0,74206.0,76041.0,77648.0,78972.0,80030.0,80904.0,81718.0,82565.0,83467.0,84397.0,85350.0,86300.0,87233.0,88152.0,89069.0,89985.0,90900.0,91818.0
Argentina,534000.0,534000.0,570719.0,686703.0,873747.0,1113189.0,1421333.0,1856886.0,2493156.0,3402273.0,4756635.0,6852668.0,8884894.0,11898249.0,14200813.0,17150335.0,17507132.0,17866097.0,18224150.0,18579041.0,18929350.0,19274526.0,19614848.0,19951326.0,20285530.0,20619075.0,20953079.0,21287682.0,21621845.0,21953926.0,22283389.0,22608747.0,22932201.0,23261273.0,23605992.0,23973062.0,24366442.0,24782950.0,25213388.0,25644505.0,26066975.0,26477153.0,26878567.0,27277742.0,27684530.0,28105889.0,28543366.0,28993989.0,29454739.0,29920907.0,30388781.0,30857242.0,31326473.0,31795515.0,32263559.0,32729740.0,33193920.0,33655149.0,34110912.0,34558114.0,34994818.0,35419683.0,35833965.0,36241578.0,36648054.0,37057453.0,37471535.0,37889443.0,38309475.0,38728778.0,39145491.0,39558750.0,39969903.0,40381860.0,40798641.0,41222875.0,41655616.0,42095224.0,42538304.0,42980026.0,43416755.0
Armenia,413326.0,413326.0,423527.0,453507.0,496835.0,544302.0,595928.0,652450.0,713957.0,781218.0,855313.0,936124.0,1025070.0,1123006.0,1230298.0,1353506.0,1382982.0,1419913.0,1463017.0,1511188.0,1563508.0,1619242.0,1677837.0,1738902.0,1802171.0,1867396.0,1934239.0,2002170.0,2070427.0,2138133.0,2204650.0,2269475.0,2332624.0,2394635.0,2456370.0,2518408.0,2580894.0,2643464.0,2705584.0,2766495.0,2825650.0,2882831.0,2938181.0,2991954.0,3044564.0,3096298.0,3145885.0,3192877.0,3239212.0,3287588.0,3339147.0,3396511.0,3457054.0,3510439.0,3542720.0,3544695.0,3511912.0,3449497.0,3369673.0,3289943.0,3223173.0,3173425.0,3137652.0,3112958.0,3093820.0,3076098.0,3060036.0,3047249.0,3036420.0,3025982.0,3014917.0,3002161.0,2988117.0,2975029.0,2966108.0,2963496.0,2967984.0,2978339.0,2992192.0,3006154.0,3017712.0
Aruba,19286.0,19286.0,19555.0,20332.0,21423.0,22574.0,23786.0,25063.0,26404.0,27817.0,29311.0,30881.0,32539.0,34286.0,36127.0,38066.0,38263.0,38965.0,40149.0,41763.0,43727.0,45933.0,48242.0,50499.0,52535.0,54208.0,55435.0,56226.0,56697.0,57029.0,57360.0,57712.0,58049.0,58385.0,58724.0,59065.0,59438.0,59849.0,60239.0,60525.0,60655.0,60589.0,60366.0,60106.0,59978.0,60096.0,60567.0,61344.0,62204.0,62831.0,63028.0,62644.0,61835.0,61077.0,61032.0,62148.0,64623.0,68235.0,72498.0,76700.0,80326.0,83195.0,85447.0,87276.0,89004.0,90858.0,92894.0,94995.0,97015.0,98742.0,100031.0,100830.0,101218.0,101342.0,101416.0,101597.0,101936.0,102393.0,102921.0,103441.0,103889.0
Australia,351014.0,342440.0,334002.0,348143.0,434095.0,742619.0,1256048.0,1724213.0,2253007.0,3088808.0,3743708.0,4408209.0,5345428.0,6473803.0,7052012.0,8177344.0,8417640.0,8627052.0,8821938.0,9014508.0,9212824.0,9420602.0,9637408.0,9859257.0,10079604.0,10292328.0,10494911.0,10691220.0,10892700.0,11114995.0,11368011.0,11657281.0,11975795.0,12305530.0,12621240.0,12904760.0,13150591.0,13364238.0,13552190.0,13725400.0,13892674.0,14054956.0,14211657.0,14368543.0,14532401.0,14708323.0,14898019.0,15101227.0,15318254.0,15548591.0,15791043.0,16047026.0,16314778.0,16585905.0,16849253.0,17096869.0,17325818.0,17538387.0,17738428.0,17932214.0,18124770.0,18318340.0,18512971.0,18709175.0,18906936.0,19107251.0,19308681.0,19514385.0,19735255.0,19985475.0,20274282.0,20606228.0,20975949.0,21370348.0,21770690.0,22162863.0,22542371.0,22911375.0,23270465.0,23622353.0,23968973.0
Austria,3205587.0,3286650.0,3391206.0,3538286.0,3728381.0,3962619.0,4235926.0,4556658.0,4947026.0,5408503.0,5979725.0,6608155.0,6459401.0,6684058.0,6700724.0,6936445.0,6930348.0,6929289.0,6932427.0,6939230.0,6949482.0,6963298.0,6981105.0,7003575.0,7031513.0,7065525.0,7105654.0,7151077.0,7199962.0,7249855.0,7298794.0,7345865.0,7390853.0,7433328.0,7473058.0,7509746.0,7543451.0,7573660.0,7598925.0,7617432.0,7628138.0,7630536.0,7625724.0,7616309.0,7605888.0,7597269.0,7591618.0,7588957.0,7589573.0,7593397.0,7600514.0,7610435.0,7623700.0,7642479.0,7669601.0,7706571.0,7755143.0,7813393.0,7874675.0,7929911.0,7972833.0,8000453.0,8015256.0,8023166.0,8032953.0,8050884.0,8078877.0,8114698.0,8155466.0,8196624.0,8234858.0,8269372.0,8301290.0,8331465.0,8361362.0,8391986.0,8423559.0,8455477.0,8486962.0,8516916.0,8544586.0
Azerbaijan,879960.0,879960.0,901772.0,965887.0,1058574.0,1160156.0,1270556.0,1391460.0,1523060.0,1667011.0,1825639.0,1998690.0,2189291.0,2399377.0,2629623.0,2895997.0,2965338.0,3045429.0,3133703.0,3228233.0,3327733.0,3431597.0,3539858.0,3653083.0,3772187.0,3897889.0,4030130.0,4167558.0,4307315.0,4445653.0,4579759.0,4708485.0,4832098.0,4950977.0,5066080.0,5178160.0,5287272.0,5393176.0,5496061.0,5596160.0,5693796.0,5789050.0,5882395.0,5975045.0,6068531.0,6163990.0,6261942.0,6362289.0,6464775.0,6568857.0,6674107.0,6779970.0,6886428.0,6994139.0,7104058.0,7216503.0,7332519.0,7450920.0,7567156.0,7675128.0,7770806.0,7852287.0,7921789.0,7984531.0,8047997.0,8117742.0,8195648.0,8280599.0,8371536.0,8466304.0,8563398.0,8662137.0,8763359.0,8868713.0,8980488.0,9099893.0,9227512.0,9361477.0,9497496.0,9629779.0,9753968.0
Bahamas,27350.0,27350.0,27404.0,27558.0,27768.0,29372.0,33625.0,38787.0,43344.0,47817.0,53102.0,55829.0,53436.0,59422.0,66812.0,79088.0,79984.0,81428.0,83371.0,85776.0,88619.0,91893.0,95604.0,99767.0,104406.0,109526.0,115108.0,121083.0,127331.0,133697.0,140049.0,146364.0,152607.0,158629.0,164250.0,169356.0,173867.0,177844.0,181489.0,185097.0,188882.0,192905.0,197118.0,201511.0,206038.0,210660.0,215404.0,220275.0,225185.0,230016.0,234684.0,239132.0,243391.0,247576.0,251855.0,256338.0,261117.0,266133.0,271165.0,275903.0,280151.0,283792.0,286968.0,290054.0,293572.0,297891.0,303138.0,309170.0,315757.0,322539.0,329243.0,335801.0,342259.0,348587.0,354780.0,360830.0,366711.0,372388.0,377841.0,383054.0,388019.0
Bahrain,64474.0,64474.0,64474.0,64474.0,64474.0,64474.0,64469.0,65422.0,68170.0,72045.0,76158.0,80495.0,87364.0,95901.0,105272.0,115614.0,116919.0,119689.0,123593.0,128333.0,133653.0,139332.0,145185.0,151067.0,156865.0,162501.0,167924.0,173107.0,178048.0,182774.0,187348.0,191782.0,196203.0,200953.0,206469.0,213102.0,220808.0,229588.0,239860.0,252139.0,266686.0,283843.0,303236.0,323511.0,342829.0,359902.0,374125.0,385950.0,396447.0,407223.0,419425.0,433487.0,448994.0,465235.0,481126.0,495944.0,509654.0,522748.0,535692.0,549151.0,563730.0,579855.0,597834.0,618054.0,640904.0,666855.0,694893.0,725365.0,761595.0,807989.0,867014.0,940808.0,1026568.0,1115777.0,1196774.0,1261319.0,1306014.0,1333577.0,1349427.0,1361930.0,1377237.0
Bangladesh,19227358.0,19611269.0,20122865.0,20872777.0,21776468.0,22719284.0,23665237.0,24757994.0,26094931.0,27615079.0,29230699.0,30936532.0,32566951.0,34357412.0,37445667.0,37894680.0,38706927.0,39493326.0,40302266.0,41170306.0,42122171.0,43170261.0,44315145.0,45547037.0,46848270.0,48200702.0,49593610.0,51030604.0,52532595.0,54129390.0,55835020.0,57675529.0,59625294.0,61585520.0,63422570.0,65048701.0,66417450.0,67578486.0,68658472.0,69837960.0,71247153.0,72930206.0,74848466.0,76948378.0,79141947.0,81364176.0,83599582.0,85868228.0,88181211.0,90559540.0,93015182.0,95550798.0,98149262.0,100779551.0,103400571.0,105983136.0,108509679.0,110987459.0,113442354.0,115913710.0,118427768.0,120987124.0,123574107.0,126169583.0,128746273.0,131280739.0,133776064.0,136228456.0,138600174.0,140843786.0,142929979.0,144839238.0,146592687.0,148252473.0,149905836.0,151616777.0,153405612.0,155257387.0,157157394.0,159077513.0,160995642.0
Barbados,81729.0,81729.0,85456.0,96798.0,114080.0,132965.0,149452.0,161206.0,171072.0,181966.0,191121.0,174352.0,158370.0,169353.0,184312.0,210995.0,215704.0,219636.0,222808.0,225263.0,227076.0,228349.0,229214.0,229826.0,230350.0,230934.0,231674.0,232584.0,233587.0,234547.0,235373.0,236043.0,236620.0,237199.0,237911.0,238847.0,240038.0,241441.0,242980.0,244539.0,246033.0,247444.0,248785.0,250035.0,251176.0,252197.0,253080.0,253836.0,254515.0,255195.0,255929.0,256738.0,257609.0,258524.0,259454.0,260374.0,261281.0,262184.0,263091.0,264015.0,264962.0,265940.0,266944.0,267949.0,268920.0,269838.0,270686.0,271479.0,272261.0,273091.0,274013.0,275040.0,276154.0,277315.0,278466.0,279566.0,280602.0,281580.0,282503.0,283380.0,284215.0
Belarus,2355081.0,2355081.0,2413420.0,2584900.0,2832789.0,3104450.0,3404323.0,3733161.0,4091588.0,4484175.0,4917314.0,5390481.0,5909582.0,6476304.0,7097374.0,7745003.0,7717708.0,7711027.0,7724108.0,7755576.0,7803537.0,7865540.0,7938612.0,8019377.0,8104252.0,8190027.0,8274486.0,8356956.0,8438535.0,8521433.0,8607031.0,8695433.0,8785138.0,8874070.0,8959483.0,9039436.0,9113278.0,9181643.0,9245514.0,9306472.0,9365830.0,9423421.0,9479262.0,9535069.0,9593007.0,9654455.0,9719634.0,9787558.0,9856780.0,9925227.0,9990966.0,10053975.0,10113451.0,10165746.0,10206300.0,10231983.0,10241137.0,10234863.0,10216281.0,10190064.0,10159731.0,10126941.0,10091181.0,10051298.0,10005259.0,9952055.0,9891535.0,9825802.0,9758817.0,9695791.0,9640616.0,9594233.0,9556061.0,9526453.0,9505319.0,9492122.0,9487674.0,9490962.0,9497294.0,9500422.0,9495826.0
Belgium,3138137.0,3283959.0,3475782.0,3751571.0,4087429.0,4426000.0,4753088.0,5110891.0,5572208.0,6125406.0,6761724.0,7492872.0,7554691.0,8070904.0,8330676.0,8628489.0,8673691.0,8721192.0,8770196.0,8820161.0,8870792.0,8922069.0,8974221.0,9027679.0,9082991.0,9140563.0,9200393.0,9261828.0,9323467.0,9383443.0,9440279.0,9493656.0,9543533.0,9589107.0,9629528.0,9664320.0,9692900.0,9715673.0,9734412.0,9751592.0,9769006.0,9787576.0,9806885.0,9825779.0,9842453.0,9855747.0,9865512.0,9872709.0,9878636.0,9885088.0,9893499.0,9903895.0,9916261.0,9931873.0,9952253.0,9978241.0,10011217.0,10050405.0,10091889.0,10130251.0,10161914.0,10185077.0,10201758.0,10216867.0,10237402.0,10268380.0,10311331.0,10364613.0,10426169.0,10492643.0,10561436.0,10632032.0,10704830.0,10779155.0,10854388.0,10929978.0,11005175.0,11079521.0,11153122.0,11226322.0,11299192.0
Belize,25526.0,25526.0,25556.0,25641.0,25756.0,25872.0,25755.0,25745.0,27123.0,30754.0,36114.0,39793.0,44561.0,50465.0,55768.0,68918.0,71243.0,73428.0,75554.0,77686.0,79872.0,82140.0,84503.0,86956.0,89483.0,92068.0,94701.0,97389.0,100166.0,103070.0,106121.0,109344.0,112699.0,116061.0,119260.0,122179.0,124792.0,127148.0,129294.0,131306.0,133261.0,135145.0,136991.0,138972.0,141308.0,144151.0,147566.0,151498.0,155820.0,160342.0,164916.0,169570.0,174326.0,179025.0,183470.0,187552.0,191127.0,194321.0,197615.0,201678.0,206962.0,213674.0,221608.0,230289.0,239024.0,247312.0,254989.0,262202.0,269132.0,276085.0,283279.0,290751.0,298403.0,306165.0,313925.0,321609.0,329193.0,336707.0,344193.0,351706.0,359287.0
Benin,636559.0,636559.0,653348.0,702829.0,774654.0,853818.0,941469.0,1038118.0,1144003.0,1260608.0,1390018.0,1532133.0,1689073.0,1861685.0,2051937.0,2255221.0,2258049.0,2264378.0,2274130.0,2287225.0,2303585.0,2323131.0,2345782.0,2371461.0,2400094.0,2431620.0,2466002.0,2503232.0,2543335.0,2586362.0,2632360.0,2681382.0,2733450.0,2788551.0,2846652.0,2907769.0,2971941.0,3039300.0,3110074.0,3184547.0,3262959.0,3345501.0,3432262.0,3523270.0,3618509.0,3718024.0,3822206.0,3931355.0,4045352.0,4163968.0,4287263.0,4414450.0,4546136.0,4685375.0,4836240.0,5001271.0,5182525.0,5378226.0,5582420.0,5786794.0,5985658.0,6176318.0,6361301.0,6546493.0,6740491.0,6949366.0,7174911.0,7414744.0,7665681.0,7922796.0,8182362.0,8443717.0,8707637.0,8973525.0,9240982.0,9509798.0,9779391.0,10049792.0,10322232.0,10598482.0,10879829.0
Bermuda,9692.0,9831.0,9808.0,9315.0,9557.0,10786.0,11682.0,12414.0,13622.0,15068.0,17497.0,18910.0,19913.0,27104.0,31550.0,37260.0,37819.0,38474.0,39196.0,39963.0,40758.0,41569.0,42393.0,43229.0,44079.0,44948.0,45834.0,46724.0,47601.0,48436.0,49211.0,49916.0,50555.0,51148.0,51719.0,52286.0,52857.0,53426.0,53980.0,54507.0,54994.0,55439.0,55851.0,56237.0,56613.0,56990.0,57370.0,57752.0,58138.0,58528.0,58923.0,59324.0,59730.0,60138.0,60539.0,60931.0,61311.0,61680.0,62036.0,62374.0,62694.0,62989.0,63257.0,63511.0,63768.0,64035.0,64321.0,64614.0,64875.0,65058.0,65124.0,65064.0,64891.0,64627.0,64306.0,63954.0,63578.0,63179.0,62773.0,62376.0,62004.0
Bhutan,89989.0,89989.0,91144.0,94472.0,99137.0,104032.0,109811.0,115908.0,122321.0,129082.0,136235.0,143766.0,151434.0,158911.0,166757.0,176795.0,181489.0,186160.0,190810.0,195449.0,200089.0,204748.0,209449.0,214221.0,219095.0,224108.0,229297.0,234703.0,240364.0,246324.0,252629.0,259270.0,266293.0,273868.0,282210.0,291457.0,301653.0,312712.0,324465.0,336677.0,349146.0,361862.0,374801.0,387731.0,400378.0,412561.0,423887.0,434385.0,444789.0,456135.0,469010.0,484151.0,500952.0,517068.0,529284.0,535505.0,534678.0,528085.0,518847.0,511382.0,508897.0,512377.0,520917.0,533506.0,548387.0,564187.0,580784.0,598421.0,616474.0,634235.0,651163.0,666920.0,681471.0,694990.0,707830.0,720246.0,732246.0,743711.0,754637.0,765008.0,774830.0
Bolivia,1100000.0,1100000.0,1121924.0,1185846.0,1277104.0,1363412.0,1454100.0,1538001.0,1626132.0,1718906.0,1826432.0,1993676.0,2333955.0,2624832.0,2945272.0,3089649.0,3140342.0,3193287.0,3248462.0,3305835.0,3365363.0,3426999.0,3490685.0,3556361.0,3623964.0,3693451.0,3764815.0,3838096.0,3913397.0,3990855.0,4070590.0,4152665.0,4237126.0,4324066.0,4413584.0,4505774.0,4600596.0,4698090.0,4798510.0,4902173.0,5009259.0,5119833.0,5233677.0,5350320.0,5469123.0,5589572.0,5711598.0,5835186.0,5959962.0,6085499.0,6211549.0,6337893.0,6464736.0,6592787.0,6723046.0,6856246.0,6992521.0,7131699.0,7273824.0,7418864.0,7566716.0,7717445.0,7870860.0,8026257.0,8182710.0,8339512.0,8496378.0,8653343.0,8810420.0,8967740.0,9125405.0,9283345.0,9441482.0,9599916.0,9758799.0,9918245.0,10078238.0,10238762.0,10399931.0,10561887.0,10724705.0
Bosnia and Herzegovina,851806.0,851806.0,871970.0,931129.0,1016407.0,1109495.0,1210294.0,1320249.0,1439493.0,1569427.0,1712007.0,1866966.0,2036931.0,2223485.0,2427124.0,2661293.0,2709913.0,2763298.0,2819107.0,2875641.0,2931849.0,2987354.0,3042428.0,3097882.0,3154899.0,3214520.0,3277096.0,3341809.0,3406466.0,3468083.0,3524596.0,3574972.0,3619997.0,3661642.0,3702834.0,3745637.0,3790948.0,3838002.0,3885229.0,3930283.0,3971608.0,4008411.0,4041623.0,4073480.0,4107135.0,4144726.0,4185074.0,4226663.0,4270598.0,4318301.0,4369527.0,4428460.0,4491745.0,4542757.0,4559256.0,4526996.0,4437898.0,4301169.0,4141167.0,3992256.0,3879278.0,3810649.0,3779354.0,3775898.0,3784389.0,3792878.0,3799747.0,3808347.0,3817313.0,3825872.0,3833377.0,3838504.0,3840418.0,3839749.0,3837732.0,3835258.0,3832310.0,3828419.0,3823533.0,3817554.0,3810416.0
Botswana,121000.0,121000.0,121000.0,121000.0,121000.0,121000.0,121300.0,121600.0,121900.0,122200.0,122551.0,126674.0,152437.0,216830.0,282215.0,412533.0,425270.0,437182.0,448437.0,459206.0,469671.0,480016.0,490433.0,501117.0,512256.0,524029.0,536576.0,549990.0,564316.0,579560.0,595741.0,612950.0,631276.0,650730.0,671305.0,693021.0,715811.0,739754.0,765177.0,792513.0,822029.0,853860.0,887793.0,923305.0,959666.0,996331.0,1033073.0,1069962.0,1107103.0,1144716.0,1182942.0,1221668.0,1260720.0,1300097.0,1339813.0,1379814.0,1420098.0,1460453.0,1500356.0,1539135.0,1576291.0,1611827.0,1645846.0,1678111.0,1708368.0,1736579.0,1762531.0,1786672.0,1810438.0,1835750.0,1864003.0,1895671.0,1930431.0,1967866.0,2007212.0,2047831.0,2089706.0,2132822.0,2176510.0,2219937.0,2262485.0
Brazil,3639636.0,4058652.0,4582325.0,5301068.0,6206694.0,7254194.0,8466005.0,9964419.0,11893392.0,14410738.0,18103489.0,22414074.0,27660862.0,33888997.0,41545129.0,53974726.0,55605541.0,57304772.0,59053267.0,60838782.0,62655984.0,64506874.0,66400362.0,68351012.0,70376952.0,72493585.0,74706888.0,77007549.0,79368453.0,81751802.0,84130061.0,86494987.0,88853679.0,91213009.0,93585746.0,95982453.0,98402200.0,100844391.0,103320787.0,105846274.0,108431284.0,111076063.0,113776467.0,116532153.0,119341444.0,122199721.0,125107382.0,128054757.0,131014337.0,133950551.0,136836428.0,139664639.0,142437479.0,145150468.0,147801816.0,150393143.0,152916852.0,155379009.0,157812220.0,160260508.0,162755054.0,165303155.0,167893835.0,170516482.0,173153066.0,175786441.0,178419396.0,181045592.0,183627339.0,186116363.0,188479240.0,190698241.0,192784521.0,194769696.0,196701298.0,198614208.0,200517584.0,202401584.0,204259377.0,206077898.0,207847528.0
British Virgin Islands,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6709.0,6403.0,5556.0,4779.0,4934.0,5543.0,5192.0,5613.0,6184.0,7441.0,7509.0,7561.0,7605.0,7645.0,7685.0,7730.0,7785.0,7852.0,7935.0,8036.0,8157.0,8298.0,8455.0,8628.0,8813.0,9009.0,9214.0,9422.0,9620.0,9802.0,9969.0,10125.0,10263.0,10380.0,10476.0,10544.0,10596.0,10663.0,10788.0,11003.0,11316.0,11715.0,12192.0,12729.0,13308.0,13932.0,14595.0,15265.0,15896.0,16459.0,16937.0,17343.0,17700.0,18051.0,18425.0,18834.0,19270.0,19726.0,20186.0,20643.0,21087.0,21530.0,22000.0,22538.0,23169.0,23908.0,24735.0,25604.0,26450.0,27223.0,27906.0,28511.0,29058.0,29585.0,30117.0
